0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02
1.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.203578955630716507e+01,4.607382418011466996e+01,8.088954129801042825e+01,6.267988180269377096e+01
7.867370446052652255e+01,6.414409599781774318e+01,9.167358112096621880e+01,7.934288564743641814e+01
5.519217620169538208e+01,5.455126720411651320e+01,5.664311301901046392e+01,7.449856733100484973e+01
9.759693894605136677e+01,3.798263363583445340e+01,9.261540505016914437e+01,3.841195873896304391e+01
9.951723271073315402e+01,4.304210550802873314e+01,9.702203882546628222e+01,4.288716205083584754e+01
8.377383497398251677e+01,6.085228102788193638e+01,8.445978169462954099e+01,6.580500523748958130e+01
9.606425269665423627e+01,4.640008092844998089e+01,9.120177852411636366e+01,4.756470315106220426e+01
9.685195956546004936e+01,7.456817190604292023e+01,9.934480527593584043e+01,7.437917385377150481e+01
9.916933937463612381e+01,5.412956221979185756e+01,9.417865353065626266e+01,5.443461107931931764e+01
9.503494045598618811e+01,4.977868384404590074e+01,8.721480628820610548e+01,6.818644040474384838e+01
9.927758999878203383e+01,5.951960579209814028e+01,9.436688516166232432e+01,6.046033848669795674e+01
9.458770221579315773e+01,6.193518018671210967e+01,9.957857508219701970e+01,6.223715374746466722e+01
3.848068833108691678e+01,4.058375998421128372e+01,4.029466029864514809e+01,6.050132774990278506e+01
6.252112623761870935e+01,2.695040434287799158e+01,5.180521109591924045e+01,4.383735678184388007e+01
7.202626454261502431e+01,6.440714783724826020e+01,7.701254815809880938e+01,6.477725012845718311e+01
5.587364091511106778e+01,6.117933899966381972e+01,7.306286864085065247e+01,7.140335240892073898e+01
6.562161709914707330e+01,4.586575829673110150e+01,8.430070296726717061e+01,5.301360770276893675e+01
9.327220110027798228e+01,3.575800135088940834e+01,7.563167001516362120e+01,2.633400734435939228e+01
