6.841365236386792503e+01,1.429097777640216016e+01,6.930536072696891381e+01,1.112987920576819789e+01
9.953836488762154033e+01,1.012139370353296464e+01,9.647017145246266523e+01,5.265110120529753246e+00
3.147054236572039088e+01,5.898809926299360029e+01,2.990200638826961210e+01,5.825459636986204259e+01
6.155793178795165232e+01,2.067286544482937316e+01,6.108840144725275678e+01,2.058149124080363279e+01
1.048998143900910307e+01,6.600557568250286522e+01,7.352807564239630445e+00,6.282141316424365129e+01
2.643407266466342165e+01,7.368752879012984636e+01,2.682223899515209453e+01,7.393261344918263944e+01
5.174676157184939029e+01,2.026358680377682120e+01,5.168678531951650967e+01,2.039412485091888882e+01
8.880304590995929459e+01,5.575700187318756207e+01,8.998188787691697144e+01,5.584368114133375371e+01
9.016349957627477352e+01,6.019274207489036144e+01,8.955533803236082235e+01,6.106565510158372234e+01
7.135529899736545190e+01,2.544052196425915824e+01,7.206070309489973624e+01,2.594654380097182766e+01
7.110336219310175920e+01,2.955692205628621849e+01,7.045775284132000138e+01,2.845207482326673443e+01
4.847137226034069357e+01,5.561172726965369906e-01,4.765775597745970060e+01,8.676067325803588082e-02
3.578460517353732939e+01,4.671605587077414690e+00,3.603722452202618598e+01,4.353866828413429424e+00
2.216897137622494895e+01,4.378535518383538516e+01,2.193127902274356344e+01,4.390349519468162498e+01
1.837625205647055537e+01,9.551233182090660989e+01,1.133688152120497250e+01,9.230811770261129823e+01
2.822176221213899083e+01,2.011973285519987797e+01,2.673603948304034716e+01,1.816488022155899174e+01
9.087552139662788875e+01,7.072711543571718096e+01,9.087538624231505935e+01,7.073840451589438771e+01
8.620908186562319031e+01,2.026755348765127707e+01,8.677796609957417218e+01,2.112094204814873422e+01
2.383771008772216859e+01,8.854358094352849662e+01,2.390993870380040676e+01,8.799697293957673594e+01
9.938207061970143741e+01,9.620132230320153610e+01,9.995693813973937836e+01,9.623496194488660649e+01
