7.513535380079315473e+01,9.462289223783268710e+01,4.937496949690093478e-02
4.329400626758494752e+01,1.415213312465297690e+01,1.571606533710704148e-02
6.229457034739371579e+01,8.677401867156892479e+01,5.052580549656006115e-01
6.213488707631257313e+01,4.506677856575547025e+01,6.222255367922032571e-02
4.045124446254242656e+01,3.172390239076775487e+01,2.844134797483023336e-01
1.315194868893826374e+01,5.874529244535138162e+01,5.146861717274488907e-02
4.076313307671441777e+01,7.512930274354908988e+01,7.231874711514817422e-01
5.686999622482184691e+01,8.856364815484556630e+01,6.381188202813183885e-01
5.579818773716237246e+01,8.756639114281253455e+01,1.045876804651800539e-03
5.596474709816958892e+01,4.644690965230734747e+01,1.381233748813477380e-01
1.510495212812323906e+00,8.010898497002085605e+01,5.675073656388014420e-01
7.013490946313253005e+01,1.448719495698601634e+01,1.425608224804078734e-02
7.823153337888891201e+01,1.529659567694432454e+01,6.538101506778407068e-02
1.312048517946620052e+01,7.651475808651666455e+01,1.395714532954202558e-01
9.808499560651135596e+01,7.653839056404432739e+00,8.351283356781434575e-02
9.337579143943266047e+01,9.563120546558553770e+01,3.587796754293064994e-01
6.203900288328693335e+01,5.655816586842099269e+01,1.887541432432817412e-01
9.680057886801634481e+01,7.488650324729255203e+01,7.315893233568699716e-04
6.109666824996299539e+01,3.540163139460938879e+01,2.645161725254298601e-01
9.009089515111712743e+00,1.739110912732778758e+01,1.050838482086563080e-01
4.710337636764761271e+01,2.399439117983617109e+01,3.109282850614301583e-02
4.658646482856302384e+01,5.458696566748179890e+01,2.231051533891260652e-01
3.425614673999204740e+01,1.532109584001717373e+01,1.575868471213203170e-01
6.121382836370241876e+01,8.041155656480385971e+01,1.817651515208975332e-01
3.100605643565776859e+01,4.827242617905446309e+01,3.987333682407024904e-01
5.070953818887227982e+01,4.606394216116996887e+01,7.525399738756796512e-03
8.750102481762181128e+01,4.774681681989731175e+01,6.041080204885893590e-01
6.925971671966595977e+01,6.868222247680961345e+01,1.797696063855261719e-02
3.171688048942292681e+01,8.616562131677187608e+01,2.024723799719867559e-02
1.936466955475295748e+01,7.760386583822229056e+01,2.184432419114450824e-02
8.198657307906755420e+01,6.345518884101080204e+01,2.307495177544766907e-01
4.178185068291856652e+01,6.137321121500180254e+01,1.186732401862947671e-02
1.322056557815042233e+01,6.284061834885888942e+01,2.865526595640667251e-01
9.868584904414250047e+01,2.770211903405280651e+01,8.615450956504467836e-03
1.026900418625020706e+01,5.308542086090957923e+01,2.166638208304876717e-02
2.293770093866340787e+01,6.197252650195532908e+01,4.021050401894861182e-01
7.130059191477808156e+01,9.783253331085294491e+00,6.919163033743083724e-02
4.460744749034584089e+01,1.294171931594553193e+01,1.277796078298897410e-03
8.731494848573311174e+01,3.305324893046102108e+00,1.855278705262829231e+00
9.867348767144025601e+01,5.702390179346007670e+01,6.685578595323594941e-02
5.959254590585610600e+01,5.408702137878330518e+01,2.111047580012135466e-02
1.046869453598079325e+01,7.711751587114609663e+01,1.022420892913984830e-01
9.663938673230987320e+01,3.406197762123672845e+01,2.765961872385036893e-02
6.267446594559586970e+01,1.209166438142086264e+01,5.395305797920648544e-02
2.008301301124473071e+01,9.790302420395894956e+01,5.897443338429382564e-02
3.453726023987931626e+01,4.073369354931791975e+01,1.877106446171312917e-03
9.816027928801257474e+01,5.313349643887649165e+01,1.623289945312615667e-01
7.770865541518068298e-01,4.285652321546080401e+01,7.320853806337147655e-03
2.362556337861776434e+00,8.722454494967819016e+01,3.972564276692923391e-02
2.656612979368080474e+01,1.852264835089378892e+00,5.561961239152247716e-01
3.235777544961608498e+01,2.806981114545983402e+01,3.150177111716015999e-01
4.023216377258405174e+01,1.909732952208198498e+00,2.334479908381522917e-01
1.514560136346263519e+01,4.610155979909963264e+01,5.439540258400704653e-01
7.987578784694518674e+01,5.779615900710584242e+01,2.014652186899591191e-01
2.751693362147873501e+01,2.969166619318742661e+01,4.978583708693430643e-02
8.900337780345071792e+01,7.586605271923929195e+00,4.806381859533367246e-02
8.885447243825421992e+01,5.872420146531920437e+01,1.059412918098024681e-01
3.119420117890192756e+01,8.352871989362512295e+01,1.678891568154231850e-01
4.423416247988920524e+00,8.408916828349507000e+01,3.793448194464174410e-03
3.569965480484241027e+01,1.740472193953366187e+01,1.152758246987449636e-01
7.748889856355117445e+01,1.246798527306968118e+01,1.127759425897805617e-01
8.865048666285750301e+01,7.385156642255790871e+01,2.759668976711950328e-01
4.325617804856571524e+01,1.909646878475476228e+01,2.192213182369840974e-01
4.529575990453454892e+01,2.317869306911170924e+01,2.257154000546251482e-01
3.588362010044454564e+01,2.032695021306087924e+01,3.036618628410399645e-01
8.937197606675866268e+01,6.066246773457930885e+01,2.490726171085314022e-01
3.971987132665908149e+01,8.924092241420781590e+01,1.069473697133978135e-01
6.918328967433960486e+01,7.950380238668111588e+01,1.181130945949677713e-01
5.508939999110320684e+01,7.925624582079720426e+01,4.556918802670203994e-02
2.404454408514621377e+01,5.099519737321526236e+01,2.243610748047918380e-01
8.958168434903535626e+01,4.713643300025695027e+01,2.719393902697189724e-01
6.577018572440606192e+01,8.464128812316421602e+01,2.219601300118031421e-03
5.843894099905922346e+00,4.847516018604530785e+01,1.265433741790755739e-01
5.223663354724631347e+01,7.701591823282919336e+01,6.697316032729021262e-02
5.098909537113677004e+01,5.524922323789883905e+01,4.590787958981643047e-01
5.750450879805979554e+01,8.092551448197858122e+01,3.095474978171070327e-02
6.009465699025079743e+01,6.485275218857384516e+01,1.578102261824807396e-04
5.925241075854700057e+01,8.687461059310837186e+01,5.400818578417390312e-03
4.696589727318531970e+01,1.760050816208249458e+01,3.375708881050635268e-01
2.773648925351351835e+01,5.175415161928823693e+01,5.490545298267211771e-02
1.665528128795358143e+01,9.274384563055046726e+01,5.940403381721665044e-01
1.626584713677105043e+01,1.725146145290137412e+01,1.419662923409696353e-01
3.367280021711847837e+01,4.578346937025100516e+01,3.873954581116518803e-01
7.673681863693987282e+01,9.495352843438753609e+01,2.162623519486737977e-01
2.311835911888409001e+01,1.148151090582734213e+01,3.769975240215344692e-01
